Date,Location,Latitude,Longitude,Collection Method,Species,Life Stage,Size_mm,Number,Disposition,Comments
5/17/22,Coal Point,59.60116,-151.40958,beach seine,Sand Shrimp,Juvenile/Adult,48,1,released live,
5/17/22,Coal Point,59.60116,-151.40958,beach seine,Sand Shrimp,Juvenile/Adult,35,1,released live,
5/17/22,Coal Point,59.60116,-151.40958,beach seine,Sand Shrimp,Juvenile/Adult,64,1,released live,
5/17/22,Coal Point,59.60116,-151.40958,beach seine,Sand Shrimp,Juvenile/Adult,39,1,released live,
5/17/22,Coal Point,59.60116,-151.40958,beach seine,Sand Shrimp,Juvenile/Adult,36,1,released live,
5/17/22,Coal Point,59.60116,-151.40958,beach seine,Sand Shrimp,Juvenile/Adult,45,1,released live,
5/17/22,Coal Point,59.60116,-151.40958,beach seine,Sand Shrimp,Juvenile/Adult,50,1,released live,
5/17/22,Coal Point,59.60116,-151.40958,beach seine,Alaska Plaice,Juvenile,43,1,released live,
5/17/22,Coal Point,59.60116,-151.40958,beach seine,Staghorn Sculpin,Juvenile/Adult,62,1,released live,
5/17/22,Coal Point,59.60116,-151.40958,beach seine,Staghorn Sculpin,Juvenile/Adult,72,1,released live,
5/17/22,Coal Point,59.60116,-151.40958,beach seine,Rock Sole,Juvenile/Adult,37,1,released live,
5/17/22,Coal Point,59.60116,-151.40958,beach seine,Unidentified Flatfish,Juvenile,39,1,released live,
5/17/22,Coal Point,59.60116,-151.40958,beach seine,Unidentified Flatfish,Juvenile,31,1,released live,
5/17/22,Coal Point,59.60116,-151.40958,beach seine,Snake Prickleback,Juvenile/Adult,90,1,released live,
5/17/22,Coal Point,59.60116,-151.40958,beach seine,Pacific Halibut,Juvenile,34,1,released live,
5/17/22,Coal Point,59.60116,-151.40958,beach seine,Sharpnose Sculpin,Juvenile/Adult,44,1,released live,
5/17/22,Coal Point,59.59926,-151.4079,beach seine,Sand Shrimp,Juvenile/Adult,64,1,released live,
5/17/22,Coal Point,59.59926,-151.4079,beach seine,Sand Shrimp,Juvenile/Adult,35,1,released live,
5/17/22,Coal Point,59.59926,-151.4079,beach seine,Sand Shrimp,Juvenile/Adult,37,1,released live,
5/17/22,Coal Point,59.59926,-151.4079,beach seine,Sand Shrimp,Juvenile/Adult,28,1,released live,
5/17/22,Coal Point,59.59926,-151.4079,beach seine,Sand Shrimp,Juvenile/Adult,82,1,released live,
5/17/22,Coal Point,59.59926,-151.4079,beach seine,Sand Shrimp,Juvenile/Adult,11,1,released live,
5/17/22,Coal Point,59.59926,-151.4079,beach seine,Sand Shrimp,Juvenile/Adult,51,1,released live,
5/17/22,Coal Point,59.59926,-151.4079,beach seine,Sand Shrimp,Juvenile/Adult,50,1,released live,
5/17/22,Coal Point,59.59926,-151.4079,beach seine,Sand Shrimp,Juvenile/Adult,40,1,released live,
5/17/22,Coal Point,59.59926,-151.4079,beach seine,Sand Shrimp,Juvenile/Adult,45,1,released live,
5/17/22,Coal Point,59.59926,-151.4079,beach seine,Sand Shrimp,Juvenile/Adult,54,1,released live,
